composition,phase,density,hv,yield_strength,young_modulus
Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,BCC,9.9,,556,137
Hf1 Mo1 Ta1 Ti1 Zr1,BCC,10.2,542,1600,143
Hf1 Mo1 Ta1 Ti1 Zr1,BCC,10.2,,1045,143
Hf1 Mo1 Ta1 Ti1 Zr1,BCC,10.2,,855,143
Hf1 Mo1 Ta1 Ti1 Zr1,BCC,10.2,,404,143
Hf1 Mo1 Nb1 Ti1 Zr1,BCC,8.7,,1575,128
Hf1 Mo1 Nb1 Ti1 Zr1,BCC,8.7,,825,128
Hf1 Mo1 Nb1 Ti1 Zr1,BCC,8.7,,635,128
Hf1 Mo1 Nb1 Ti1 Zr1,BCC,8.7,,187,128
Hf1 Mo1 Nb1 Ti1 Zr1,BCC,8.7,,1719,128
Hf1 Nb1 Si0.5 Ti1 V1,BCC+Sec.,7.8,,875,
Hf1 Nb1 Si0.5 Ti1 V1,BCC+Sec.,7.8,,240,
Hf1 Nb1 Si0.5 Ti1 V1,BCC+Sec.,7.8,490,1399,
Hf0.333 Nb0.333 Ta0.333 Ti1 Zr0.667,BCC,8.2,301,903,103
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,9.9,,929,107
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,9.9,,790,107
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,9.9,,675,107
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,9.9,,535,107
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,9.9,,295,107
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,9.9,,92,107
Hf1 Nb1 Ti1 Zr1,BCC,8.4,,879,89
Mo1 Nb1 Ta1 V1,BCC,10.7,504,1525,186
Mo1 Nb1 Ta1 V1 W1,BCC,12.4,536,1246,229
Mo1 Nb1 Ta1 V1 W1,BCC,12.4,,862,229
Mo1 Nb1 Ta1 V1 W1,BCC,12.4,,846,229
Mo1 Nb1 Ta1 V1 W1,BCC,12.4,,842,229
Mo1 Nb1 Ta1 V1 W1,BCC,12.4,,735,229
Mo1 Nb1 Ta1 V1 W1,BCC,12.4,,656,229
Mo1 Nb1 Ta1 V1 W1,BCC,12.4,,477,229
Mo1 Nb1 Ta1 W1,BCC,13.7,454,1058,250
Mo1 Nb1 Ta1 W1,BCC,13.7,,561,250
Mo1 Nb1 Ta1 W1,BCC,13.7,,552,250
Mo1 Nb1 Ta1 W1,BCC,13.7,,548,250
Mo1 Nb1 Ta1 W1,BCC,13.7,,506,250
Mo1 Nb1 Ta1 W1,BCC,13.7,,421,250
Mo1 Nb1 Ta1 W1,BCC,13.7,,405,250
Mo0.3 Nb1 Ti1 V1 Zr1,BCC,6.7,,1289,114
Mo0.5 Nb1 Ti1 V1 Zr1,BCC,6.8,,1473,122
Mo0.7 Nb1 Ti1 V1 Zr1,BCC,6.9,,1706,130
Mo1 Nb0.769 Ti0.769 V0.769 Zr0.769,BCC,7.3,,1496,150
Mo1 Nb0.667 Ti0.667 V0.667 Zr0.667,BCC,7.4,,1603,156
Mo1 Nb0.588 Ti0.588 V0.588 Zr0.588,BCC,7.5,,1645,161
Mo1 Nb0.5 Ti0.5 V0.5 Zr0.5,BCC,7.6,,1765,169
Mo1 Nb1 Ti1 V1 Zr1,BCC,7.1,,1779,141
Mo1 Nb1 Ti1 V0.3 Zr1,BCC,7.2,,1455,142
Mo0.1 Nb1 Ti1 V0.3 Zr1,BCC,6.6,,932,102
Mo0.3 Nb1 Ti1 V0.3 Zr1,BCC,6.8,,1312,112
Mo0.5 Nb1 Ti1 V0.3 Zr1,BCC,6.9,,1301,122
Mo0.7 Nb1 Ti1 V0.3 Zr1,BCC,7.1,,1436,130
Mo1 Nb0.769 Ti0.769 V0.231 Zr0.769,BCC,7.4,,1603,153
Mo1 Nb0.667 Ti0.667 V0.2 Zr0.667,BCC,7.5,,1576,159
Nb1 Ti1 V0.3 Zr1,BCC,6.5,,866,96
Nb1 Ti1 V1 Zr1,BCC,6.5,,1104,100
Mo1 Nb1 Ti1 V0.25 Zr1,BCC,7.3,,1776,142
Mo1 Nb1 Ti1 V0.5 Zr1,BCC,7.2,,1647,142
Mo1 Nb1 Ti1 V0.75 Zr1,BCC,7.2,,1708,141
Mo1 Nb1 Ti1 V1 Zr1,BCC,7.1,,1786,141
Mo0.667 Nb0.667 Ti0.667 V1 Zr0.667,BCC,7.1,,1735,140
Mo0.5 Nb0.5 Ti0.5 V1 Zr0.5,BCC,7,,1538,139
Mo0.333 Nb0.333 Ti0.333 V1 Zr0.333,BCC,6.9,,1418,138
Mo1 Nb1 Ti1 Zr1,BCC,7.3,,1592,143
Co1 Fe1 Mo0.2 Ni1 V1,FCC+Sec.,8,267,,
Co1 Fe1 Mo0.4 Ni1 V1,FCC+Sec.,8.1,402,,
Co1 Fe1 Mo0.6 Ni1 V1,FCC+Sec.,8.2,557,,
Co1 Fe1 Mo0.8 Ni1 V1,FCC+Sec.,8.3,606,,
Co0.833 Fe0.833 Mo0.833 Ni1 V0.833,FCC+Sec.,8.4,602,,
Co0.714 Fe0.714 Mo0.714 Ni1 V0.714,FCC+Sec.,8.5,538,,
Co0.625 Fe0.625 Mo0.625 Ni1 V0.625,FCC+Sec.,8.5,520,,
Co0.556 Fe0.556 Mo0.556 Ni1 V0.556,FCC+Sec.,8.5,510,,
Co0.5 Fe0.5 Mo0.5 Ni1 V0.5,FCC+Sec.,8.5,382,,
Co1 Fe1 Mo1 Ni1 V1,FCC+Sec.,8.4,625,,
Co1 Fe1 Ni1 V1,FCC,7.8,238,,184
Al0.125 Co1 Cr1 Cu1 Fe1 Mn1 Ni1 Ti1 V1,FCC+BCC,7.2,,1862,
Al0.25 Co1 Cr1 Cu1 Fe1 Mn1 Ni1 Ti1 V1,BCC,7.1,,1465,174
Al0.667 Co1 Cr1 Cu1 Fe1 Mn1 Ni1 Ti1 V1,BCC+Sec.,6.8,,1461,
Co1 Cr1 Cu1 Fe1 Mn1 Ni1 Ti1 V1,FCC+BCC+Sec.,7.3,,1312,
Cu1 Mn1 Ni1 Zn0.333,FCC,8.3,147,215,167
Cu1 Mn1 Ni1 Zn0.25,FCC,8.3,109,140,169
Al0.111 Cu1 Mn1 Ni1,FCC+Sec.,8.1,241,515,
Cu1 Mn1 Ni1 Sn0.111,FCC+Sec.,8.3,318,630,
Al0.053 Cu1 Mn1 Ni1,FCC,8.3,166,330,173
Cu1 Mn1 Ni1 Sn0.053,FCC+Sec.,8.4,205,380,
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,FCC,7.6,,150,189
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,FCC,7.6,,388,189
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,FCC,7.6,,411,189
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,FCC,7.6,,421,189
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,FCC,7.6,,426,189
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,FCC,7.6,,230,189
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,FCC,7.6,,80,189
Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,BCC,6.3,,116,156
Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,BCC,6.3,,79,156
Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,BCC,6.3,,1620,156
Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,BCC,6.3,,805,156
Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,BCC,6.3,,1120,156
Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,BCC,6.3,,567,156
Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,BCC,6.3,,214,156
Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,BCC,6.3,,302,156
Al1 Co1 Cr1 Cu1 Fe1 Ni1,FCC+BCC,7.1,,47,
Al1 Co1 Cr1 Cu1 Fe1 Ni1,FCC+BCC,7.1,,948,
Al1 Co1 Cr1 Cu1 Fe1 Ni1,FCC+BCC,7.1,,561,
Al1 Co1 Cr1 Cu1 Fe1 Ni1,FCC+BCC,7.1,,307,
Al1 Co1 Cr1 Cu1 Fe1 Ni1,FCC+BCC,7.1,,172,
Al1 Co1 Cr1 Cu1 Fe1 Ni1,FCC+BCC,7.1,,98,
Al1 Cr1 Mo1 Nb1 Ti1,BCC,6.6,,,170
Al1 Cr1 Mo1 Nb1 Ti1,BCC,6.6,,1080,170
Al1 Cr1 Mo1 Nb1 Ti1,BCC,6.6,,1060,170
Al1 Cr1 Mo1 Nb1 Ti1,BCC,6.6,,860,170
Al1 Cr1 Mo1 Nb1 Ti1,BCC,6.6,,594,170
Al1 Cr1 Mo1 Nb1 Ti1,BCC,6.6,,105,170
Al1 Cr1 Mo1 Nb1 Ti1,BCC,6.6,,930,170
Al1 Cr1 Mo1 Nb1 Ti1,BCC,6.6,,875,170
Al1 Cr1 Mo1 Nb1 Ti1,BCC,6.6,,550,170
Al1 Cr1 Mo1 Nb1 Ti1,BCC,6.6,,150,170
Al1 Cr1 Mo1 Ti1,BCC,6,,1070,189
Al1 Cr1 Mo1 Ti1,BCC,6,,1020,189
Al1 Cr1 Mo1 Ti1,BCC,6,,875,189
Al1 Cr1 Mo1 Ti1,BCC,6,,375,189
Al1 Cr1 Mo1 Ti1,BCC,6,,100,189
Al1 Mo1 Nb1 Ti1,BCC,6.5,,520,151
Al1 Mo1 Nb1 Ti1,BCC,6.5,,500,151
Al1 Mo1 Nb1 Ti1,BCC,6.5,,540,151
Al1 Mo1 Nb1 Ti1,BCC,6.5,,200,151
Al1 Nb1 Ti1 V1,B2,5.5,,780,
Al1 Nb1 Ti1 V1,B2,5.5,,560,
Al1 Nb1 Ti1 V1,B2,5.5,,1000,
Al1 Nb1 Ti1 V1 Zr1,B2+Laves+Sec.,5.8,,1155,
Al1 Nb1 Ti1 V1 Zr1,B2+Laves+Sec.,5.8,,550,
Al1 Nb1 Ti1 V1 Zr1,B2+Laves+Sec.,5.8,,1500,
Al1 Nb1 Ti1 V1 Zr0.1,B2+Sec.,5.5,,975,
Al1 Nb1 Ti1 V1 Zr0.1,B2+Sec.,5.5,,865,
Al1 Nb1 Ti1 V1 Zr0.1,B2+Sec.,5.5,,1290,
Al1 Nb1 Ti1 V1 Zr0.25,B2+Sec.,5.6,,1065,
Al1 Nb1 Ti1 V1 Zr0.25,B2+Sec.,5.6,,855,
Al1 Nb1 Ti1 V1 Zr0.25,B2+Sec.,5.6,,1360,
Al1 Nb1 Ti1 V1 Zr0.5,B2+Laves+Sec.,5.6,,1135,
Al1 Nb1 Ti1 V1 Zr0.5,B2+Laves+Sec.,5.6,,675,
Al1 Nb1 Ti1 V1 Zr0.5,B2+Laves+Sec.,5.6,,1485,
Al0.667 Nb0.667 Ti0.667 V0.667 Zr1,B2+Laves+Sec.,5.8,,1195,
Al0.667 Nb0.667 Ti0.667 V0.667 Zr1,B2+Laves+Sec.,5.8,,180,
Al0.667 Nb0.667 Ti0.667 V0.667 Zr1,B2+Laves+Sec.,5.8,,1535,
Co1 Cr1 Mo1 Nb1,BCC+Laves,8.8,,,
Co1 Cr1 Mo1 Nb1 Ti1,BCC+Laves,7.8,,,
Co1 Cr1 Mo1 Nb1 Ti0.2,BCC+Laves,8.5,,,
Co1 Cr1 Mo1 Nb1 Ti0.4,BCC,8.3,,,212
Co1 Cr1 Mo1 Nb1 Ti0.5,BCC+Laves,8.2,,,
Cr1 Hf1 Nb1 Ti1 Zr1,BCC+Laves,8.2,,1457,
Cr1 Hf1 Nb1 Ti1 Zr1,BCC+Laves,8.2,,1420,
Cr1 Hf1 Nb1 Ti1 Zr1,BCC+Laves,8.2,,1328,
Cr1 Hf1 Nb1 Ti1 Zr1,BCC+Laves,8.2,,1322,
Cr1 Hf1 Nb1 Ti1 Zr1,BCC+Laves,8.2,,1375,
Hf1 Nb1 Ti1 V1 Zr1,BCC+Laves,8.1,,1157,
Hf1 Nb1 Ti1 V1 Zr1,BCC,8.1,,1253,95
Hf1 Nb1 Ti1 V1 Zr1,BCC,8.1,,1140,95
Hf1 Nb1 Ti1 V1 Zr1,BCC,8.1,,1120,95
Hf1 Nb1 Ti1 V1 Zr1,BCC+Laves,8.1,,1170,
Cr1 Ta1 Ti0.17 V1 W1,BCC+Laves,12.6,715,2034,
Cr1 Ta1 Ti0.17 V1 W1,BCC+Laves,12.6,,750,
Cr1 Ta1 Ti0.3 V1 W1,BCC+Laves,12.3,780,2050,
Cr1 Ta1 Ti0.3 V1 W1,BCC+Laves,12.3,,586,
Cr1 Ta1 V1 W1,BCC+Laves,13,715,2327,
Cr1 Ta1 V1 W1,BCC+Laves,13,,979,
Hf0.26 Nb1 Ta1 Ti0.578 Zr0.416,BCC,10.4,,795,122
Hf0.26 Nb1 Ta1 Ti0.578 Zr0.416,BCC,10.4,,765,122
Hf0.26 Nb1 Ta1 Ti0.578 Zr0.416,BCC,10.4,,650,122
Hf0.26 Nb1 Ta1 Ti0.578 Zr0.416,BCC,10.4,,590,122
Hf0.26 Nb1 Ta1 Ti0.578 Zr0.416,BCC,10.4,,845,122
Hf0.5 Mo0.5 Nb1 Si0.1 Ti1 Zr1,BCC+Sec.,7.7,442,1350,
Hf0.5 Mo0.5 Nb1 Si0.3 Ti1 Zr1,BCC+Sec.,7.5,494,1370,
Hf0.5 Mo0.5 Nb1 Si0.5 Ti1 Zr1,BCC+Sec.,7.2,524,1600,
Hf0.5 Mo0.5 Nb1 Si0.7 Ti1 Zr1,BCC+Sec.,7,580,1550,
Hf0.5 Mo0.5 Nb1 Si0.9 Ti1 Zr1,BCC+Sec.,6.8,640,1650,
Hf0.5 Mo0.5 Nb1 Ti1 Zr1,BCC+Sec.,7.9,400,1150,
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,8.4,,2250,100
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,8.4,,2210,100
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,8.4,,1880,100
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,8.4,,1750,100
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,8.4,,1640,100
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,8.4,,1550,100
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,8.4,,1380,100
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,8.4,,1370,100
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,8.4,,1200,100
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,8.4,,1180,100
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,8.4,,1040,100
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,8.4,,1020,100
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,8.4,,1150,100
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,8.4,,1100,100
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,8.4,,2390,100
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,8.4,,1920,100
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,8.4,,1370,100
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,8.4,,1250,100
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,8.4,,1020,100
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,8.4,,640,100
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,8.4,,890,100
Hf1 Mo0.5 Nb1 Si0.3 Ti1 V0.5,BCC+Sec.,8.5,,398,
Hf1 Mo0.5 Nb1 Si0.3 Ti1 V0.5,BCC+Sec.,8.5,,1617,
Hf1 Mo0.5 Nb1 Si0.3 Ti1 V0.5,BCC+Sec.,8.5,,166,
Hf1 Mo0.5 Nb1 Si0.5 Ti1 V0.5,BCC+Sec.,8.2,,614,
Hf1 Mo0.5 Nb1 Si0.5 Ti1 V0.5,BCC+Sec.,8.2,,1787,
Hf1 Mo0.5 Nb1 Si0.5 Ti1 V0.5,BCC+Sec.,8.2,,188,
Hf1 Mo0.5 Nb1 Si0.7 Ti1 V0.5,BCC+Sec.,7.9,,673,
Hf1 Mo0.5 Nb1 Si0.7 Ti1 V0.5,BCC+Sec.,7.9,,2134,
Hf1 Mo0.5 Nb1 Si0.7 Ti1 V0.5,BCC+Sec.,7.9,,235,
Hf1 Mo0.5 Nb1 Ti1 V0.5,BCC,9,,368,126
Hf1 Mo0.5 Nb1 Ti1 V0.5,BCC,9,,60,126
Hf1 Mo0.5 Nb1 Ti1 V0.5,BCC,9,,1260,126
Hf0.787 Nb0.142 Ta0.142 Ti1 Zr0.787,BCC,8.5,,540,92
Al0.25 Nb1 Ta1 Ti1 Zr1,BCC+B2,8.6,,366,
Al0.25 Nb1 Ta1 Ti1 Zr1,BCC+B2,8.6,,1745,
Al0.5 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,BCC+B2,7.6,,579,
Al0.5 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,BCC+B2,7.6,,2350,
Al1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,BCC+B2,7.1,,2197,
Al1 Mo0.5 Nb1 Ta0.5 Ti1 Zr0.5,B2,7.2,,935,
Al1 Mo0.5 Nb1 Ta0.5 Ti1 Zr0.5,B2,7.2,,,
Al1 Nb1 Ta0.5 Ti1 Zr0.5,B2,6.9,,535,
Al1 Nb1 Ta0.5 Ti1 Zr0.5,B2,6.9,,1352,
Hf1 Nb1 Si0.5 Ti1 V1 Zr1,BCC+Laves+Sec.,7.5,,1273,
Hf1 Nb1 Si0.5 Ti1 V1 Zr1,BCC+Laves+Sec.,7.5,,597,
Hf1 Nb1 Si0.5 Ti1 V1 Zr1,BCC+Laves+Sec.,7.5,,102,
Hf1 Nb1 Si0.5 Ti1 V1 Zr1,BCC+Laves+Sec.,7.5,,1483,
Hf1 Nb1 Si0.5 Ti1 V1 Zr1,BCC+Laves+Sec.,7.5,,920,
Hf1 Nb1 Si0.5 Ti1 V1 Zr1,BCC+Laves+Sec.,7.5,,371,
Hf1 Nb1 Si0.5 Ti1 V1 Zr1,BCC+Laves+Sec.,7.5,,1540,
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,9.9,420,1900,107
Hf1 Nb1 Ta1 Ti1 Zr1,BCC+HCP,9.9,530,1520,
Hf1 Nb1 Ta1 Ti1 Zr1,BCC+BCC+HCP,9.9,340,795,
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,9.9,309,830,107
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,9.9,366,1202,107
Hf1 Nb1 Ta1 Ti1 Zr1,BCC+BCC,9.9,,1303,
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,9.9,351,1145,107
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,9.9,,958,107
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,9.9,,944,107
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,9.9,,940,107
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,9.9,,940,107
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,9.9,,905,107
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,9.9,,890,107
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,9.9,,828,107
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,9.9,,827,107
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,9.9,,820,107
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,9.9,,803,107
Al0.2 Mo1 Ta1 Ti1 V1,BCC,9.3,,1021,183
Al0.6 Mo1 Ta1 Ti1 V1,BCC,8.7,,962,173
Al1 Mo1 Ta1 Ti1 V1,BCC,8.2,,,165
Mo1 Ta1 Ti1 V1,BCC,9.6,,1221,189
Hf1 Nb1 Ta1 Zr1,BCC+HCP,11.1,571,2310,
Hf1 Nb1 Ta1 Zr1,BCC+HCP,11.1,536,2100,
Hf1 Nb1 Ta1 Zr1,BCC+HCP,11.1,,2020,
Hf1 Nb1 Ta1 Zr1,BCC+HCP,11.1,550,1950,
Hf1 Nb1 Ta1 Zr1,BCC,11.1,365,1315,105
Hf1 Ta0.4 Ti1 Zr1,BCC+HCP,9.2,,400,
Hf1 Ta0.5 Ti1 Zr1,BCC+HCP,9.4,,700,
Hf1 Ta0.6 Ti1 Zr1,BCC+HCP,9.6,,800,
Hf1 Ta1 Ti1 Zr1,BCC,10.2,,1500,107
Mo1 Nb1 Ta1 Ti0.25 W1,BCC,13.1,478.3,1109,242
Mo1 Nb1 Ta1 Ti0.5 W1,BCC,12.6,481.2,1211,234
Mo1 Nb1 Ta1 Ti0.75 W1,BCC,12.2,495.6,1304,228
Mo1 Nb1 Ta1 Ti1 W1,BCC,11.8,507.5,1455,222
Mo1 Nb1 Ta1 W1,BCC,13.7,,996,250
Mo1 Nb1 Ta1 Ti1 V1,BCC,9.4,,1400,171
Mo1 Nb1 Ta1 Ti1 V1 W1,BCC,11,,973,209
Mo1 Nb1 Ta1 Ti1 V1 W1,BCC,11,,791.3,209
Mo1 Nb1 Ta1 Ti1 V1 W1,BCC,11,,752.8,209
Mo1 Nb1 Ta1 Ti1 V1 W1,BCC,11,,659,209
Mo1 Nb1 Ta1 Ti1 V1 W1,BCC,11,,1515,209
Mo1 Nb1 Ta1 Ti1 W1,BCC,11.8,,689,222
Mo1 Nb1 Ta1 Ti1 W1,BCC,11.8,,674,222
Mo1 Nb1 Ta1 Ti1 W1,BCC,11.8,,620,222
Mo1 Nb1 Ta1 Ti1 W1,BCC,11.8,,586,222
Mo1 Nb1 Ta1 Ti1 W1,BCC,11.8,,1343,222
Mo1 Nb1 Ta1 Ti1 Zr1,BCC+BCC,9.1,,1390,
Mo1 Nb1 Ta1 Ti1 Zr1,BCC+BCC,9.1,,1100,
Mo1 Nb1 Ta1 Ti1 Zr1,BCC+BCC,9.1,,1375,
Mo1 Nb1 Ta1 V1 W1,BCC,12.4,,2612,229
Nb1 Ta1 Ti1 V1,BCC,9.2,,965,134
Nb1 Ta1 Ti1 V1 W1,BCC,11.1,,1420,187
Nb1 Ta1 V1 W1,BCC,12.9,,1530,206
Al0.25 Cr0.5 Nb0.5 Ti1 V0.25,BCC+Laves,5.8,,930,
Al0.25 Cr0.5 Nb0.5 Ti1 V0.25,BCC+Laves,5.8,,445,
Al0.25 Cr0.5 Nb0.5 Ti1 V0.25,BCC+Laves,5.8,,90,
Al0.25 Cr0.5 Nb0.5 Ti1 V0.25,BCC+Laves,5.8,,1340,
Al0.25 Cr0.5 Nb0.5 Ti1 V0.25,BCC,5.8,,1240,134
Al1 Cr0.5 Nb1 Ti1 V1,BCC,5.6,,1005,119
Al1 Cr0.5 Nb1 Ti1 V1,BCC,5.6,,640,119
Al1 Cr0.5 Nb1 Ti1 V1,BCC,5.6,,40,119
Al1 Cr0.5 Nb1 Ti1 V1,BCC,5.6,,1300,119
Al0.667 Cr1 Nb0.667 Ti0.667 V0.667,BCC+Laves,5.9,,1370,
Al0.667 Cr1 Nb0.667 Ti0.667 V0.667,BCC+Laves,5.9,,970,
Al0.667 Cr1 Nb0.667 Ti0.667 V0.667,BCC+Laves,5.9,,75,
Al0.667 Cr1 Nb0.667 Ti0.667 V0.667,BCC+Laves,5.9,,1700,
Al1 Cr1 Nb1 Ti1 V1,BCC+Laves,5.8,,1015,
Al1 Cr1 Nb1 Ti1 V1,BCC+Laves,5.8,,860,
Al1 Cr1 Nb1 Ti1 V1,BCC+Laves,5.8,,65,
Al1 Cr1 Nb1 Ti1 V1,BCC+Laves,5.8,,1550,
Al1 Nb1 Ti1 V1,BCC,5.5,,780,104
Al1 Nb1 Ti1 V1,BCC,5.5,,560,104
Al1 Nb1 Ti1 V1,BCC,5.5,,110,104
Al1 Nb1 Ti1 V1,BCC,5.5,,1000,104
Al0.3 Co1 Cr1 Fe1 Ni1,FCC+B2+Sec.,7.6,,900,
Cr0.5 Fe1 Mn0.625 Ni0.375,FCC+BCC,7.8,,219,
Al0.05 Cr0.5 Fe1 Mn0.625 Ni0.375,FCC+BCC,7.6,,354,
Al0.15 Cr0.5 Fe1 Mn0.625 Ni0.375,FCC+BCC,7.4,,550,
Al0.25 Cr0.5 Fe1 Mn0.625 Ni0.375,B2+BCC,7.2,,994,
Al0.35 Cr0.5 Fe1 Mn0.625 Ni0.375,B2+BCC,6.9,,942,
Cr0.5 Fe1 Mn0.625 Ni0.375,FCC+BCC,7.8,,132,
Al0.05 Cr0.5 Fe1 Mn0.625 Ni0.375,FCC+BCC,7.6,,260,
Al0.15 Cr0.5 Fe1 Mn0.625 Ni0.375,FCC+BCC,7.4,,469,
Al0.25 Cr0.5 Fe1 Mn0.625 Ni0.375,B2+BCC,7.2,,943,
Al0.35 Cr0.5 Fe1 Mn0.625 Ni0.375,B2+BCC,6.9,,833,
Cr0.5 Fe1 Mn0.625 Ni0.375,FCC+BCC,7.8,,115,
Al0.05 Cr0.5 Fe1 Mn0.625 Ni0.375,FCC+BCC,7.6,,155,
Al0.15 Cr0.5 Fe1 Mn0.625 Ni0.375,FCC+BCC,7.4,,272,
Al0.25 Cr0.5 Fe1 Mn0.625 Ni0.375,B2+BCC,7.2,,359,
Al0.35 Cr0.5 Fe1 Mn0.625 Ni0.375,B2+BCC,6.9,,326,
Co1 Cr1 Fe1 Mn1 Ni1,FCC,8,,370,220
Co0.2 Cr0.2 Fe1 Mn0.6,FCC+HCP,7.8,,250,
Co0.2 Cr0.2 Fe1 Mn0.6,FCC+HCP,7.8,,330,
Co0.2 Cr0.2 Fe1 Mn0.6,FCC+HCP,7.8,,280,
Co0.2 Cr0.2 Fe1 Mn0.6,FCC+HCP,7.8,,350,
Co0.2 Cr0.2 Fe1 Mn0.6,FCC+HCP,7.8,,298,
Co0.2 Cr0.2 Fe1 Mn0.6,FCC+HCP,7.8,,400,
Al0.304 Co1 Cr1 Fe1 Ni1,FCC+B2,7.6,,860,
Al0.304 Co1 Cr1 Fe1 Ni1,FCC+B2,7.6,,690,
Al0.304 Co1 Cr1 Fe1 Ni1,FCC+B2,7.6,,550,
Al0.304 Co1 Cr1 Fe1 Ni1,FCC,7.6,,260,210
Al0.304 Co1 Cr1 Fe1 Ni1,FCC+BCC,7.6,,,
Al0.304 Co1 Cr1 Fe1 Ni1,FCC,7.6,,,210
Al0.304 Co1 Cr1 Fe1 Ni1,FCC+L12,7.6,,,
Al0.304 Co1 Cr1 Fe1 Ni1,FCC+L12,7.6,,,
Al0.304 Co1 Cr1 Fe1 Ni1,FCC,7.6,,159,210
Al0.304 Co1 Cr1 Fe1 Ni1,FCC+B2,7.6,,215,
Al0.304 Co1 Cr1 Fe1 Ni1,FCC+L12,7.6,,285,
Al0.304 Co1 Cr1 Fe1 Ni1,FCC,7.6,,263,210
Al0.304 Co1 Cr1 Fe1 Ni1,FCC+L12+B2,7.6,,490,
Al0.304 Co1 Cr1 Fe1 Ni1,FCC+BCC,7.6,,,
Al0.304 Co1 Cr1 Fe1 Ni1,FCC+L12,7.6,,175,
Al0.304 Co1 Cr1 Fe1 Ni1,FCC+L12,7.6,,305,
Al0.304 Co1 Cr1 Fe1 Ni1,FCC+B2,7.6,,280,
Al0.304 Co1 Cr1 Fe1 Ni1,FCC,7.6,,,210
Al0.304 Co1 Cr1 Fe1 Ni1,FCC,7.6,,,210
